order_id,medicine_type,order_quantity,urgency_level,unit_quote_price_usd,lead_time_days,supplier_reliability,on_time_delivery_rate,defect_rate_pct,cold_chain_compliance_pct,selected_supplier
ORD-02637,Immunosuppressant,5000,High,383.51,9,0.934,0.891,0.94,94.2,Quantum Health Sciences
ORD-02638,Vaccine,500,High,270.32,5,0.892,0.88,0.89,96.4,OmniHealth Labs
ORD-02639,Cardiovascular Drug,2500,High,172.35,7,1.0,0.849,0.62,95.7,CryoSafe LifeSciences
ORD-02640,Monoclonal Antibody,2500,Standard,6029.11,4,0.952,0.975,1.29,96.1,Zenith LifeSciences
ORD-02641,Antihistamine,1000,Standard,55.97,3,0.909,0.831,0.2,97.2,Pulse Generic Pharma
ORD-02642,Painkiller,2500,High,43.76,6,0.88,0.885,0.51,97.8,Apex BioPharma
ORD-02643,Chemotherapy Agent,1000,Medium,484.77,4,0.955,0.852,0.27,96.2,Beacon Pharmaceuticals
ORD-02644,Antiviral,2500,High,196.2,2,0.919,0.846,0.73,96.7,MediCore Labs
ORD-02645,Monoclonal Antibody,1000,High,5283.41,6,0.97,0.995,1.41,97.2,MediCore Labs
ORD-02646,Antiviral,2500,High,185.22,3,0.868,0.919,0.22,96.7,Vanguard Pharma
ORD-02647,Cardiovascular Drug,500,Medium,173.29,6,0.751,0.917,0.68,100.0,NovaCure Therapeutics
ORD-02648,Antibiotic,500,Medium,135.42,4,0.908,0.85,0.36,98.5,NovaCure Therapeutics
ORD-02649,Vaccine,100,High,288.62,4,0.918,0.929,0.92,98.1,Vanguard Pharma
ORD-02650,Chemotherapy Agent,500,Standard,481.7,9,0.889,0.852,0.83,98.2,Serum Horizon Global
ORD-02651,Monoclonal Antibody,2500,High,4958.64,2,0.903,0.904,1.02,92.9,VitalCare Pharmaceuticals
ORD-02652,Vaccine,500,High,319.99,5,0.862,0.981,0.76,94.0,BioMatrix International
ORD-02653,Cardiovascular Drug,100,Standard,197.7,8,0.908,0.861,0.67,99.7,Quantum Health Sciences
ORD-02654,Monoclonal Antibody,100,Medium,4147.13,2,0.877,0.98,0.98,94.9,VitalCare Pharmaceuticals
ORD-02655,Monoclonal Antibody,5000,Standard,4625.74,5,0.842,0.952,1.13,99.9,Pulse Generic Pharma
ORD-02656,Painkiller,5000,Standard,44.93,6,0.982,0.852,0.15,96.4,MediCore Labs
ORD-02657,Cardiovascular Drug,2500,High,182.25,5,0.867,0.886,0.87,99.7,Aegis Health Supplies
ORD-02658,Antibiotic,5000,Standard,131.83,6,0.917,1.0,0.43,99.6,PharmaTrust Global
ORD-02659,Monoclonal Antibody,1000,Standard,4987.12,7,0.876,0.914,1.39,96.8,Pulse Generic Pharma
ORD-02660,Cardiovascular Drug,100,Standard,163.84,8,0.946,0.911,0.59,93.9,CryoSafe LifeSciences
ORD-02661,Monoclonal Antibody,250,Standard,6120.98,9,0.974,0.919,0.58,94.8,CryoSafe LifeSciences
ORD-02662,Antihistamine,500,Medium,61.85,5,0.856,0.914,1.19,94.2,Summit BioSolutions
ORD-02663,Immunosuppressant,100,Standard,433.59,5,0.895,0.944,1.03,99.4,VitalCare Pharmaceuticals
ORD-02664,Insulin,5000,Medium,226.62,5,0.965,0.932,0.91,97.7,OmniHealth Labs
ORD-02665,Painkiller,250,Standard,46.16,4,0.833,0.767,0.43,95.2,Beacon Pharmaceuticals
ORD-02666,Monoclonal Antibody,100,Standard,5152.24,8,0.888,0.806,1.23,97.0,Pulse Generic Pharma
ORD-02667,Antiviral,100,Medium,192.78,5,0.812,0.845,0.33,96.4,Vanguard Pharma
ORD-02668,Immunosuppressant,100,High,402.88,5,0.91,0.942,0.5,95.5,OmniHealth Labs
ORD-02669,Immunosuppressant,100,Medium,413.98,6,0.96,0.837,0.41,94.9,CryoSafe LifeSciences
ORD-02670,Antiviral,5000,Standard,194.28,5,0.839,0.803,0.42,95.3,MediCore Labs
ORD-02671,Vaccine,2500,Standard,272.19,6,0.955,0.877,1.06,92.4,Summit BioSolutions
ORD-02672,Cardiovascular Drug,500,Standard,221.78,9,0.835,0.895,0.19,99.7,NovaCure Therapeutics
ORD-02673,Vaccine,2500,Standard,258.53,7,0.925,0.872,1.23,95.8,Summit BioSolutions
ORD-02674,Immunosuppressant,5000,Medium,430.99,7,1.0,0.848,0.07,95.7,CryoSafe LifeSciences
ORD-02675,Immunosuppressant,500,Standard,407.69,6,0.892,0.971,0.78,95.0,OmniHealth Labs
ORD-02676,Chemotherapy Agent,100,High,493.66,8,0.978,0.848,1.11,99.6,Serum Horizon Global
ORD-02677,Cardiovascular Drug,250,Medium,171.06,4,0.926,0.923,0.98,99.3,Aegis Health Supplies
ORD-02678,Vaccine,250,Standard,286.13,9,0.952,0.909,1.2,94.3,Summit BioSolutions
ORD-02679,Monoclonal Antibody,2500,Medium,5476.4,4,0.968,0.981,1.37,94.9,MediCore Labs
ORD-02680,Antihistamine,100,Medium,64.07,3,0.904,0.851,0.35,95.1,Pulse Generic Pharma
ORD-02681,Vaccine,5000,Medium,343.25,6,0.81,0.999,0.77,94.7,BioMatrix International
ORD-02682,Immunosuppressant,2500,Standard,371.52,5,0.943,0.965,0.46,95.8,OmniHealth Labs
ORD-02683,Insulin,250,Standard,215.08,6,0.964,0.87,0.4,95.9,Apex BioPharma
ORD-02684,Monoclonal Antibody,250,High,5440.68,8,0.921,0.95,1.25,97.4,MediCore Labs
ORD-02685,Cardiovascular Drug,100,Medium,229.85,5,0.952,0.887,0.46,95.4,Serum Horizon Global
ORD-02686,Insulin,5000,Medium,227.29,5,0.894,0.914,1.09,97.9,OmniHealth Labs
ORD-02687,Antiviral,2500,Standard,212.79,5,0.893,0.888,0.31,98.0,Vanguard Pharma
ORD-02688,Monoclonal Antibody,2500,Standard,4383.53,1,0.977,0.948,1.04,93.1,VitalCare Pharmaceuticals
ORD-02689,Cardiovascular Drug,5000,Standard,158.98,8,0.93,0.888,1.01,94.8,CryoSafe LifeSciences
ORD-02690,Cardiovascular Drug,2500,Medium,163.68,6,0.908,0.929,1.2,97.9,Aegis Health Supplies
ORD-02691,Vaccine,1000,High,355.39,7,0.899,0.858,1.35,99.2,Vanguard Pharma
ORD-02692,Cardiovascular Drug,100,Medium,240.2,5,1.0,0.889,0.6,95.7,Serum Horizon Global
ORD-02693,Antiviral,1000,Standard,210.16,3,0.843,0.945,1.0,93.4,Summit BioSolutions
ORD-02694,Painkiller,250,Medium,37.02,6,0.909,0.904,0.57,97.5,Apex BioPharma
ORD-02695,Antiviral,100,Medium,168.96,4,0.9,0.856,0.23,97.5,MediCore Labs
ORD-02696,Painkiller,100,Medium,47.8,8,0.883,0.857,0.03,97.5,MediCore Labs
ORD-02697,Antiviral,100,High,203.65,6,0.876,0.876,0.19,97.7,Vanguard Pharma
ORD-02698,Antiviral,100,Medium,257.32,10,0.881,0.882,0.03,97.5,GlobalRx Supply Chain
ORD-02699,Chemotherapy Agent,250,Standard,430.37,2,0.85,0.833,0.01,96.6,Beacon Pharmaceuticals
ORD-02700,Immunosuppressant,500,Standard,340.89,5,0.94,0.969,0.6,94.8,OmniHealth Labs
ORD-02701,Monoclonal Antibody,500,Standard,4577.01,7,0.896,0.861,1.33,100.0,Pulse Generic Pharma
ORD-02702,Insulin,500,Standard,237.19,7,0.922,0.951,0.59,96.8,VitalCare Pharmaceuticals
ORD-02703,Monoclonal Antibody,250,Standard,5091.33,5,0.992,0.98,1.46,96.9,MediCore Labs
ORD-02704,Immunosuppressant,100,Standard,358.88,5,0.929,0.916,0.62,94.8,OmniHealth Labs
ORD-02705,Insulin,1000,Medium,255.84,6,0.883,0.928,0.32,97.7,VitalCare Pharmaceuticals
ORD-02706,Immunosuppressant,250,High,391.95,7,0.921,0.963,0.78,94.1,OmniHealth Labs
ORD-02707,Antibiotic,2500,High,154.44,3,0.922,0.889,0.6,99.2,NovaCure Therapeutics
ORD-02708,Insulin,5000,Medium,226.34,6,0.859,0.976,1.13,93.2,PharmaTrust Global
ORD-02709,Cardiovascular Drug,500,Medium,182.35,4,0.865,0.948,0.43,99.5,Aegis Health Supplies
ORD-02710,Painkiller,500,Medium,47.67,5,0.935,0.903,0.5,98.0,Apex BioPharma
ORD-02711,Antihistamine,2500,High,66.66,8,0.92,0.906,1.58,98.8,NovaCure Therapeutics
ORD-02712,Monoclonal Antibody,250,Medium,5692.02,6,0.959,0.999,1.8,96.8,MediCore Labs
ORD-02713,Painkiller,250,Standard,43.1,9,0.941,0.899,0.98,93.9,Serum Horizon Global
ORD-02714,Antibiotic,250,Standard,121.13,9,1.0,0.973,0.46,97.2,PharmaTrust Global
ORD-02715,Antibiotic,5000,Standard,144.68,9,0.949,0.912,1.14,96.0,Bharat BioLogics
ORD-02716,Antihistamine,100,High,65.52,2,0.876,0.913,0.24,96.4,Pulse Generic Pharma
ORD-02717,Vaccine,500,Standard,285.13,8,0.959,0.953,0.9,96.8,OmniHealth Labs
ORD-02718,Cardiovascular Drug,500,Medium,168.67,4,0.927,0.842,1.14,97.6,Aegis Health Supplies
ORD-02719,Insulin,500,Standard,230.29,6,0.967,0.916,0.51,97.5,VitalCare Pharmaceuticals
ORD-02720,Painkiller,250,Standard,40.65,7,0.95,0.906,0.01,96.4,MediCore Labs
ORD-02721,Painkiller,5000,Standard,48.73,7,0.974,0.793,0.18,95.0,MediCore Labs
ORD-02722,Cardiovascular Drug,250,Medium,149.14,9,1.0,0.88,0.66,96.9,CryoSafe LifeSciences
ORD-02723,Antihistamine,250,Medium,54.7,6,0.983,0.871,1.29,96.0,Summit BioSolutions
ORD-02724,Cardiovascular Drug,2500,High,168.16,6,0.967,0.907,1.24,100.0,Aegis Health Supplies
ORD-02725,Antihistamine,2500,Standard,60.62,9,0.958,0.904,1.34,99.8,NovaCure Therapeutics
ORD-02726,Antibiotic,250,High,127.6,4,0.931,0.854,0.4,99.0,NovaCure Therapeutics
ORD-02727,Painkiller,500,Standard,44.93,8,0.886,0.837,0.2,96.4,MediCore Labs
ORD-02728,Painkiller,2500,Medium,44.61,11,0.973,0.877,0.86,93.2,BioMatrix International
ORD-02729,Painkiller,1000,Standard,34.89,1,0.907,0.82,0.1,95.0,Beacon Pharmaceuticals
ORD-02730,Chemotherapy Agent,500,High,540.62,2,0.873,0.826,0.21,97.1,Beacon Pharmaceuticals
ORD-02731,Monoclonal Antibody,250,Standard,4706.34,6,0.912,0.963,1.21,98.6,Pulse Generic Pharma
ORD-02732,Painkiller,1000,High,48.41,1,0.883,0.87,0.16,95.8,Beacon Pharmaceuticals
ORD-02733,Immunosuppressant,250,Medium,327.69,6,0.914,0.995,0.48,95.3,OmniHealth Labs
ORD-02734,Immunosuppressant,2500,Standard,385.96,3,0.892,0.929,0.3,93.0,OmniHealth Labs
ORD-02735,Insulin,1000,High,214.96,4,0.936,0.913,0.5,96.9,VitalCare Pharmaceuticals
ORD-02736,Monoclonal Antibody,2500,High,5311.08,4,0.976,0.979,1.84,96.8,MediCore Labs
ORD-02737,Cardiovascular Drug,5000,Medium,163.58,9,0.927,0.883,0.65,95.5,CryoSafe LifeSciences
ORD-02738,Antibiotic,100,Medium,133.14,2,0.925,0.912,0.17,98.7,NovaCure Therapeutics
ORD-02739,Monoclonal Antibody,5000,Standard,4559.18,7,0.819,0.912,1.4,99.1,Pulse Generic Pharma
ORD-02740,Antiviral,100,Medium,208.21,4,0.873,0.806,0.39,94.0,MediCore Labs
ORD-02741,Painkiller,500,Standard,44.86,5,0.88,0.827,0.33,96.5,Beacon Pharmaceuticals
ORD-02742,Antiviral,5000,Medium,213.97,6,0.886,0.908,0.21,97.1,Vanguard Pharma
ORD-02743,Chemotherapy Agent,1000,Standard,517.64,10,0.98,0.913,0.32,96.2,GlobalRx Supply Chain
ORD-02744,Antibiotic,500,Medium,130.39,8,0.921,0.767,0.28,99.1,BioMatrix International
ORD-02745,Chemotherapy Agent,1000,High,488.48,3,0.873,0.866,0.1,95.1,Beacon Pharmaceuticals
ORD-02746,Cardiovascular Drug,250,Standard,175.12,7,0.942,0.827,0.23,93.3,Serum Horizon Global
ORD-02747,Antihistamine,250,Standard,63.39,5,0.969,0.957,1.25,94.4,Summit BioSolutions
ORD-02748,Antibiotic,100,Medium,142.49,5,0.878,0.938,0.61,98.5,NovaCure Therapeutics
ORD-02749,Painkiller,2500,Standard,45.53,5,0.893,0.856,0.23,95.2,MediCore Labs
ORD-02750,Immunosuppressant,100,High,412.93,3,0.967,1.0,0.7,95.2,OmniHealth Labs
ORD-02751,Monoclonal Antibody,1000,Standard,4884.92,1,0.912,0.969,0.83,92.1,VitalCare Pharmaceuticals
ORD-02752,Antibiotic,2500,Standard,120.05,7,1.0,0.935,0.5,96.5,PharmaTrust Global
ORD-02753,Painkiller,100,High,46.57,6,0.902,0.871,0.21,97.5,MediCore Labs
ORD-02754,Insulin,1000,Standard,215.32,7,0.851,0.939,1.12,91.7,PharmaTrust Global
ORD-02755,Cardiovascular Drug,250,Medium,194.1,7,0.963,0.875,0.79,93.7,Serum Horizon Global
ORD-02756,Chemotherapy Agent,500,Standard,461.63,8,0.851,0.871,1.28,99.9,Serum Horizon Global
ORD-02757,Cardiovascular Drug,500,Medium,176.4,11,0.988,0.876,0.78,94.7,CryoSafe LifeSciences
ORD-02758,Antiviral,250,Standard,171.73,6,0.83,0.848,0.43,96.3,Vanguard Pharma
ORD-02759,Cardiovascular Drug,2500,Standard,190.0,6,0.855,0.917,0.51,98.0,NovaCure Therapeutics
ORD-02760,Painkiller,2500,Standard,39.84,5,0.857,0.847,0.56,97.0,Apex BioPharma
ORD-02761,Cardiovascular Drug,1000,High,178.72,7,0.989,0.937,1.63,98.1,Aegis Health Supplies
ORD-02762,Immunosuppressant,250,Medium,322.24,6,0.949,0.937,0.8,94.7,OmniHealth Labs
ORD-02763,Antiviral,500,Medium,189.29,4,0.904,0.949,0.2,98.5,Vanguard Pharma
ORD-02764,Monoclonal Antibody,1000,High,5259.63,5,0.825,0.876,1.13,99.8,Pulse Generic Pharma
ORD-02765,Immunosuppressant,500,Standard,393.0,5,1.0,0.995,0.41,95.3,OmniHealth Labs
ORD-02766,Antibiotic,100,Medium,122.77,7,0.926,0.85,1.25,94.5,Zenith LifeSciences
ORD-02767,Vaccine,2500,High,336.28,8,0.87,0.988,0.96,99.5,Vanguard Pharma
ORD-02768,Vaccine,500,Standard,288.69,5,0.907,0.952,0.79,95.0,OmniHealth Labs
ORD-02769,Cardiovascular Drug,500,High,194.94,4,0.957,0.824,0.4,95.4,Serum Horizon Global
ORD-02770,Monoclonal Antibody,2500,High,4213.79,2,0.961,0.899,0.82,91.8,VitalCare Pharmaceuticals
ORD-02771,Antiviral,2500,High,213.67,4,0.888,0.902,1.01,94.7,Summit BioSolutions
ORD-02772,Antihistamine,250,Standard,58.79,2,0.893,0.795,0.01,95.1,Pulse Generic Pharma
ORD-02773,Cardiovascular Drug,2500,Medium,173.47,4,0.978,0.901,1.08,97.2,Aegis Health Supplies
ORD-02774,Painkiller,2500,High,46.02,4,0.912,0.841,0.83,97.3,Apex BioPharma
ORD-02775,Vaccine,5000,Standard,290.45,4,0.943,0.993,1.09,97.4,Vanguard Pharma
ORD-02776,Insulin,1000,Standard,210.09,6,0.824,0.942,1.02,92.5,PharmaTrust Global
ORD-02777,Painkiller,5000,Standard,45.42,5,0.892,0.865,0.24,95.8,Beacon Pharmaceuticals
ORD-02778,Antihistamine,500,Standard,60.57,6,0.91,0.89,1.52,93.3,Summit BioSolutions
ORD-02779,Insulin,250,Medium,227.03,4,0.916,0.945,0.81,99.8,OmniHealth Labs
ORD-02780,Chemotherapy Agent,2500,Standard,497.61,7,1.0,0.918,0.38,96.1,GlobalRx Supply Chain
ORD-02781,Painkiller,2500,Standard,44.94,4,0.966,0.915,0.13,97.1,MediCore Labs
ORD-02782,Monoclonal Antibody,5000,High,4544.82,7,0.837,0.917,0.88,99.7,Pulse Generic Pharma
ORD-02783,Antihistamine,100,High,67.45,6,0.933,0.815,0.35,96.8,Pulse Generic Pharma
ORD-02784,Painkiller,500,Standard,48.92,6,0.922,0.866,0.08,95.8,MediCore Labs
ORD-02785,Insulin,1000,Standard,217.94,5,0.891,0.924,0.51,97.9,VitalCare Pharmaceuticals
ORD-02786,Monoclonal Antibody,100,High,5962.72,5,0.925,0.957,1.26,97.9,MediCore Labs
ORD-02787,Immunosuppressant,1000,High,310.97,6,0.91,0.989,0.48,96.1,OmniHealth Labs
ORD-02788,Vaccine,1000,Standard,327.53,5,0.862,0.95,0.56,92.0,BioMatrix International
ORD-02789,Insulin,100,High,228.82,6,0.907,0.949,1.15,97.3,OmniHealth Labs
ORD-02790,Vaccine,2500,High,300.77,8,0.951,0.951,1.07,99.4,Vanguard Pharma
ORD-02791,Antiviral,1000,Medium,189.18,4,0.873,0.887,0.62,95.2,MediCore Labs
ORD-02792,Chemotherapy Agent,5000,Medium,452.42,8,0.909,0.921,0.09,96.1,GlobalRx Supply Chain
ORD-02793,Painkiller,500,Medium,46.13,7,0.887,0.838,0.34,95.5,MediCore Labs
ORD-02794,Monoclonal Antibody,500,High,4905.13,4,0.897,0.932,1.3,98.6,Pulse Generic Pharma
ORD-02795,Insulin,5000,Standard,221.37,4,0.884,0.846,0.21,95.8,Apex BioPharma
ORD-02796,Cardiovascular Drug,500,Medium,148.79,5,0.901,0.852,0.98,98.6,Aegis Health Supplies
ORD-02797,Insulin,250,Medium,221.68,8,0.943,0.919,0.56,97.7,VitalCare Pharmaceuticals
ORD-02798,Painkiller,500,Medium,56.82,10,1.0,0.902,0.47,91.4,Serum Horizon Global
ORD-02799,Antiviral,100,Standard,195.48,4,0.966,0.88,0.62,93.3,Pulse Generic Pharma
ORD-02800,Antihistamine,250,Medium,58.98,4,0.883,0.871,0.78,98.6,Aegis Health Supplies
ORD-02801,Painkiller,250,Medium,43.53,7,0.949,0.867,0.11,96.6,MediCore Labs
ORD-02802,Insulin,500,High,193.73,6,0.958,0.917,0.09,96.1,Apex BioPharma
ORD-02803,Chemotherapy Agent,1000,Standard,484.82,5,0.901,0.763,0.32,97.8,Beacon Pharmaceuticals
ORD-02804,Chemotherapy Agent,500,Standard,489.14,1,0.819,0.833,0.15,95.7,Beacon Pharmaceuticals
ORD-02805,Antihistamine,100,Standard,69.27,6,0.933,0.872,1.36,96.2,Summit BioSolutions
ORD-02806,Insulin,5000,High,223.78,6,0.938,0.958,1.05,96.9,OmniHealth Labs
ORD-02807,Monoclonal Antibody,1000,Standard,4870.63,4,0.839,0.898,1.25,98.0,Pulse Generic Pharma
ORD-02808,Insulin,100,Medium,232.98,7,0.98,0.891,0.27,95.9,VitalCare Pharmaceuticals
ORD-02809,Antibiotic,100,Standard,120.78,8,0.991,0.851,1.22,93.1,Zenith LifeSciences
ORD-02810,Antibiotic,250,Standard,123.57,7,0.976,0.922,0.7,98.6,PharmaTrust Global
ORD-02811,Antibiotic,5000,Medium,143.26,8,0.978,0.948,0.78,98.4,PharmaTrust Global
ORD-02812,Vaccine,250,Medium,344.73,5,0.901,0.969,0.77,96.8,Vanguard Pharma
ORD-02813,Cardiovascular Drug,1000,Standard,168.64,7,1.0,0.867,0.56,96.8,CryoSafe LifeSciences
ORD-02814,Vaccine,250,High,319.45,8,0.925,0.954,0.92,98.2,Vanguard Pharma
ORD-02815,Chemotherapy Agent,1000,High,522.61,8,0.995,0.92,0.25,95.1,GlobalRx Supply Chain
ORD-02816,Chemotherapy Agent,500,High,568.26,9,0.968,0.946,0.36,97.0,GlobalRx Supply Chain
ORD-02817,Monoclonal Antibody,100,High,5252.23,5,0.944,0.95,1.54,98.9,MediCore Labs
ORD-02818,Painkiller,2500,Standard,39.5,1,0.893,0.809,0.36,95.2,Beacon Pharmaceuticals
ORD-02819,Chemotherapy Agent,1000,High,533.43,3,0.911,0.915,0.54,94.8,Bharat BioLogics
ORD-02820,Insulin,250,Medium,235.45,6,0.961,0.846,0.18,95.0,Apex BioPharma
ORD-02821,Immunosuppressant,1000,Medium,403.2,3,0.918,0.943,0.88,94.3,OmniHealth Labs
ORD-02822,Chemotherapy Agent,250,Standard,478.14,3,0.903,0.854,0.05,97.3,Beacon Pharmaceuticals
ORD-02823,Antihistamine,5000,High,52.74,5,0.885,0.934,1.65,92.3,Summit BioSolutions
ORD-02824,Antibiotic,2500,Standard,117.83,7,0.981,0.786,1.52,92.2,Zenith LifeSciences
ORD-02825,Vaccine,2500,Medium,343.83,6,0.948,0.92,1.47,98.8,Vanguard Pharma
ORD-02826,Painkiller,100,Medium,47.86,4,0.907,0.854,0.21,96.8,MediCore Labs
ORD-02827,Antibiotic,500,Medium,121.46,10,1.0,0.876,0.39,97.5,PharmaTrust Global
ORD-02828,Painkiller,100,Medium,43.66,3,0.924,0.802,0.01,94.6,Beacon Pharmaceuticals
ORD-02829,Insulin,100,Standard,230.82,5,0.995,0.848,0.58,96.8,Apex BioPharma
ORD-02830,Chemotherapy Agent,100,Standard,377.52,2,0.864,0.806,0.28,95.1,Beacon Pharmaceuticals
ORD-02831,Antihistamine,2500,Standard,60.88,8,0.933,0.92,1.65,98.9,NovaCure Therapeutics
ORD-02832,Antibiotic,100,Medium,155.69,4,0.946,0.84,0.3,100.0,NovaCure Therapeutics
ORD-02833,Antibiotic,500,Medium,119.94,7,0.905,0.936,0.69,97.8,PharmaTrust Global
ORD-02834,Cardiovascular Drug,2500,High,198.08,6,0.867,0.887,0.33,97.9,NovaCure Therapeutics
ORD-02835,Immunosuppressant,1000,Medium,360.99,6,0.922,0.931,1.15,94.4,Bharat BioLogics
ORD-02836,Monoclonal Antibody,100,Medium,5616.93,11,0.916,0.89,0.28,93.5,CryoSafe LifeSciences
ORD-02837,Cardiovascular Drug,5000,Medium,158.89,5,0.952,0.951,0.99,98.8,Aegis Health Supplies
ORD-02838,Antihistamine,2500,Medium,58.72,8,0.956,0.929,1.38,99.6,NovaCure Therapeutics
ORD-02839,Antiviral,5000,Standard,213.4,4,0.863,0.915,0.83,95.3,Summit BioSolutions
ORD-02840,Immunosuppressant,500,Medium,368.06,6,0.944,0.957,0.9,94.5,OmniHealth Labs
ORD-02841,Monoclonal Antibody,1000,Medium,5397.69,5,0.891,0.875,0.95,94.5,VitalCare Pharmaceuticals
ORD-02842,Antihistamine,250,High,63.8,4,0.93,0.904,1.24,92.8,Summit BioSolutions
ORD-02843,Monoclonal Antibody,500,Medium,5373.86,7,0.823,1.0,1.37,100.0,Pulse Generic Pharma
ORD-02844,Cardiovascular Drug,5000,Medium,162.54,10,0.94,0.888,0.92,95.0,CryoSafe LifeSciences
ORD-02845,Immunosuppressant,2500,Medium,362.3,4,0.974,0.932,0.59,92.8,OmniHealth Labs
ORD-02846,Chemotherapy Agent,1000,Medium,461.4,9,0.905,0.817,1.21,98.2,Serum Horizon Global
ORD-02847,Immunosuppressant,250,High,346.27,5,0.907,0.941,0.63,96.5,OmniHealth Labs
ORD-02848,Chemotherapy Agent,500,High,480.71,5,0.804,0.787,0.4,95.7,Beacon Pharmaceuticals
ORD-02849,Antihistamine,250,Standard,62.36,4,0.897,0.964,0.72,94.6,Zenith LifeSciences
ORD-02850,Antiviral,100,High,269.17,4,0.886,0.897,0.84,94.7,Summit BioSolutions
ORD-02851,Vaccine,100,Standard,296.77,8,0.934,0.924,0.63,96.6,OmniHealth Labs
ORD-02852,Antiviral,100,Medium,199.92,1,0.859,0.844,0.47,96.0,MediCore Labs
ORD-02853,Insulin,250,Standard,228.73,5,0.945,0.823,0.44,94.8,Apex BioPharma
ORD-02854,Immunosuppressant,5000,Standard,374.45,6,0.895,0.944,1.26,94.1,Bharat BioLogics
ORD-02855,Monoclonal Antibody,500,Standard,5641.3,5,0.951,0.99,1.54,95.3,Zenith LifeSciences
ORD-02856,Insulin,250,Standard,214.36,3,0.977,0.855,0.32,97.3,Apex BioPharma
ORD-02857,Antiviral,5000,Medium,207.87,5,0.907,0.819,0.44,96.5,MediCore Labs
ORD-02858,Insulin,250,High,222.26,5,0.909,0.961,1.16,98.2,OmniHealth Labs
ORD-02859,Insulin,5000,Medium,244.5,8,1.0,0.933,1.11,97.2,OmniHealth Labs
ORD-02860,Antiviral,2500,Standard,203.55,7,0.843,0.922,0.19,96.8,Vanguard Pharma
ORD-02861,Immunosuppressant,100,Medium,411.32,8,0.87,0.96,1.4,98.4,VitalCare Pharmaceuticals
ORD-02862,Insulin,250,Medium,248.24,6,0.949,0.866,0.53,96.0,VitalCare Pharmaceuticals
ORD-02863,Monoclonal Antibody,100,Medium,5754.31,5,0.867,0.891,1.01,99.0,Pulse Generic Pharma
ORD-02864,Vaccine,250,Standard,308.93,8,0.933,1.0,0.83,97.0,OmniHealth Labs
ORD-02865,Antihistamine,5000,Medium,59.25,4,0.876,0.86,0.7,97.5,Aegis Health Supplies
ORD-02866,Painkiller,1000,Medium,41.81,2,0.872,0.892,0.4,95.5,Beacon Pharmaceuticals
ORD-02867,Monoclonal Antibody,500,High,5808.64,7,0.938,0.983,1.45,95.7,Zenith LifeSciences
ORD-02868,Immunosuppressant,5000,Medium,477.86,5,0.881,1.0,1.18,97.9,VitalCare Pharmaceuticals
ORD-02869,Monoclonal Antibody,1000,Medium,4685.33,5,0.901,0.923,0.9,94.4,VitalCare Pharmaceuticals
ORD-02870,Painkiller,250,Medium,50.09,5,0.927,0.808,0.01,98.8,MediCore Labs
ORD-02871,Painkiller,250,High,46.29,1,0.842,0.875,0.33,97.2,Beacon Pharmaceuticals
ORD-02872,Monoclonal Antibody,500,High,4818.21,2,0.91,0.983,1.2,93.5,VitalCare Pharmaceuticals
ORD-02873,Vaccine,1000,High,291.11,8,0.882,0.938,1.22,93.2,Summit BioSolutions
ORD-02874,Immunosuppressant,5000,Standard,377.21,3,0.881,0.951,0.53,93.6,OmniHealth Labs
ORD-02875,Insulin,2500,High,237.39,4,0.933,0.961,0.99,99.0,OmniHealth Labs
ORD-02876,Monoclonal Antibody,1000,Medium,4482.85,1,0.919,0.907,0.5,94.9,VitalCare Pharmaceuticals
ORD-02877,Chemotherapy Agent,2500,High,544.22,1,0.955,0.869,0.66,94.8,Bharat BioLogics
ORD-02878,Chemotherapy Agent,2500,High,401.72,11,0.963,0.863,0.82,100.0,Serum Horizon Global
ORD-02879,Monoclonal Antibody,5000,High,4579.81,7,0.86,0.937,1.03,99.0,Pulse Generic Pharma
ORD-02880,Insulin,500,Standard,238.39,7,0.928,0.926,1.65,97.9,OmniHealth Labs
ORD-02881,Chemotherapy Agent,5000,High,608.43,1,0.964,0.95,0.32,95.2,Bharat BioLogics
ORD-02882,Painkiller,500,Standard,43.18,4,0.934,0.884,0.98,98.4,Apex BioPharma
ORD-02883,Insulin,500,Standard,237.01,3,0.971,0.921,0.37,95.5,Apex BioPharma
ORD-02884,Insulin,1000,Medium,226.66,7,0.948,0.918,1.06,99.2,OmniHealth Labs
ORD-02885,Antibiotic,1000,Standard,119.52,4,0.938,0.88,0.1,99.7,NovaCure Therapeutics
ORD-02886,Chemotherapy Agent,100,Medium,508.7,3,0.872,0.83,0.36,95.9,Beacon Pharmaceuticals
ORD-02887,Vaccine,2500,Standard,274.9,5,0.888,0.874,0.82,95.2,OmniHealth Labs
ORD-02888,Monoclonal Antibody,2500,Medium,4444.1,1,0.889,0.942,1.2,92.6,VitalCare Pharmaceuticals
ORD-02889,Insulin,250,High,237.83,9,0.844,0.891,1.31,99.1,Beacon Pharmaceuticals
ORD-02890,Antihistamine,1000,Standard,55.55,5,0.835,0.964,0.9,93.5,Zenith LifeSciences
ORD-02891,Antihistamine,2500,Standard,63.68,8,0.965,0.95,1.26,99.5,NovaCure Therapeutics
ORD-02892,Chemotherapy Agent,5000,Standard,524.48,8,0.832,0.915,0.84,94.1,Apex BioPharma
ORD-02893,Immunosuppressant,500,Standard,384.81,3,0.954,0.952,0.61,94.8,OmniHealth Labs
